property_id,NARv[P]_time,Planet_time
1,291.77185,36000
2,388.13564,36000
3,36000,36000
4,23092.07358,36000
5,224.93111,36000
6,248.83413,36000
7,36000,36000
8,293.81243,36000
9,24625.014,36000
10,36000,36000
11,36000,36000
12,36000,36000
