property_id,NARv[P]_time,Planet_time
1,480.16652,36000
2,386.07383,36000
3,36000,36000
4,400.38029,36000
5,36000,36000
6,569.15874,36000
7,36000,36000
8,36000,36000
9,413.14215,36000
10,36000,36000
11,36000,36000
12,36000,36000
