property_id,NARv[M]_time,Marabou_time
1,551.06683,17238.11397
2,20586.37962,36000
3,19827.23388,36000
4,340.44073,15902.97798
5,28332.44518,32957.42804
6,6458.32078,5453.62217
7,24909.13654,9839.21526
8,386.77696,29010.59506
9,8101.35008,12274.84406
10,27296.85207,36000
11,12699.70436,19495.37854
12,16388.14332,21038.29446
