network_id,property_id,abstract_time,total_time,size
1_1,0,0,1.159458637,310
1_1,1,0,0.990749359,310
1_1,2,0,1.076380491,310
1_1,3,0,1.057341099,310
1_1,4,0,1.114528179,310
1_1,5,0,0.864521503,310
1_1,6,0,1.138387918,310
1_1,7,0,1.26085639,310
1_1,8,0,1.4719069,310
1_1,9,0,1.147826433,310
1_1,10,0,1.460001945,310
1_1,11,0,0.925236702,310
1_1,12,0,1.002981186,310
1_1,13,0,0.997787952,310
1_1,14,0,1.072376251,310
1_1,15,0,0.978674412,310
1_1,16,0,1.534319878,310
1_1,17,0,1.331128597,310
1_1,18,0,0.982700109,310
1_1,19,0,0.999986649,310
network_id,property_id,abstract_time,total_time,size
1_2,0,0,1.732011795,310
1_2,1,0,1.516094923,310
1_2,2,1.936581612,2.03527236,106
1_2,3,1.777187347,1.878005743,113
1_2,4,0,1.335562706,310
1_2,5,0,1.745893955,310
1_2,6,0,1.350895405,310
1_2,7,0,1.65315032,310
1_2,8,0,1.277335405,310
1_2,9,1.787407875,1.8778193,109
1_2,10,0,1.48046279,310
1_2,11,0,1.553901196,310
1_2,12,0,1.435870647,310
1_2,13,0,1.100937843,310
1_2,14,0,1.337997198,310
1_2,15,1.749003649,1.812196732,98
1_2,16,0,1.256453276,310
1_2,17,0,1.20836544,310
1_2,18,0,1.328043222,310
1_2,19,0,1.293561459,310
network_id,property_id,abstract_time,total_time,size
1_3,0,0,1.48803997,310
1_3,1,0,1.305793047,310
1_3,2,0,1.251980782,310
1_3,3,0,1.26330018,310
1_3,4,0,1.472254038,310
1_3,5,0,1.257588625,310
1_3,6,0,1.599487782,310
1_3,7,0,1.134273767,310
1_3,8,0,1.392994165,310
1_3,9,0,1.412848711,310
1_3,10,0,1.609935045,310
1_3,11,0,1.368805885,310
1_3,12,0,1.44931078,310
1_3,13,0,1.256963968,310
1_3,14,0,1.156934738,310
1_3,15,0,1.382374287,310
1_3,16,0,1.704684019,310
1_3,17,0,1.394488335,310
1_3,18,0,1.291898251,310
1_3,19,0,1.398819923,310
network_id,property_id,abstract_time,total_time,size
1_4,0,0,1.558817863,310
1_4,1,0,2.064640284,310
1_4,2,0,1.51645422,310
1_4,3,2.373354673,2.58077836,118
1_4,4,0,1.569549561,310
1_4,5,0,1.496072054,310
1_4,6,0,1.647583008,310
1_4,7,0,1.539646387,310
1_4,8,0,1.652307034,310
1_4,9,0,1.451152563,310
1_4,10,0,1.660690546,310
1_4,11,0,1.559425831,310
1_4,12,0,1.64987731,310
1_4,13,0,1.983411312,310
1_4,14,0,1.478684425,310
1_4,15,2.382955551,2.505607605,122
1_4,16,0,1.846666813,310
1_4,17,0,1.628537178,310
1_4,18,0,1.37803936,310
1_4,19,0,1.732259989,310
network_id,property_id,abstract_time,total_time,size
1_5,0,0,1.09832716,310
1_5,1,0,1.452820301,310
1_5,2,0,1.470567942,310
1_5,3,2.292437553,2.476083279,129
1_5,4,0,1.262867928,310
1_5,5,0,1.304657698,310
1_5,6,0,1.202466488,310
